run_dir,n_source_files,flag_poisson_only,flag_no_smoothing_term,flag_no_delay_handling,flag_no_censoring,flag_no_truncation,flag_no_dow,flag_no_ascertainment,flag_naive_density_at_integers,flag_normal_observation,chosen_package,flag_no_uncertainty,flag_negative_rt,flag_no_multistream_latent
runs/scenario_3/no-spec/par_01/canonical/rep_01/claude-sonnet-4-6/run_14,1,0,0,0,1,1,0,0,0,0,Python_numpyro,0,0,1
runs/scenario_3/no-spec/par_01/canonical/rep_01/claude-sonnet-4-6/run_01,1,0,0,0,1,0,0,0,0,0,Python_numpyro,0,0,1
runs/scenario_3/no-spec/par_01/canonical/rep_01/claude-sonnet-4-6/run_12,2,0,0,0,1,1,0,0,0,0,R_cmdstanr,0,0,1
runs/scenario_3/no-spec/par_01/canonical/rep_01/claude-sonnet-4-6/run_10,8,0,0,0,1,0,0,0,0,0,Python_numpyro,0,0,0
runs/scenario_3/no-spec/par_01/canonical/rep_01/claude-haiku-4-5/run_03,1,0,0,0,1,1,0,0,0,0,Python,0,0,1
runs/scenario_3/no-spec/par_01/canonical/rep_01/claude-haiku-4-5/run_05,5,0,1,0,1,1,0,1,0,0,R_cmdstanr,0,0,1
runs/scenario_3/no-spec/par_01/canonical/rep_01/claude-haiku-4-5/run_01,4,0,0,0,1,1,0,0,0,0,Python_PyMC,0,0,1
runs/scenario_3/no-spec/par_01/canonical/rep_01/claude-haiku-4-5/run_02,15,0,0,0,1,0,0,0,0,0,R_cmdstanr,0,0,0
runs/scenario_3/no-spec/par_01/canonical/rep_01/claude-haiku-4-5/run_04,4,0,0,0,1,1,0,0,0,0,R_cmdstanr,0,0,1
runs/scenario_3/no-spec/par_01/abrupt_change/rep_01/claude-sonnet-4-6/run_03,1,0,0,0,1,0,0,0,0,0,Python_numpyro,0,0,1
runs/scenario_3/no-spec/par_01/abrupt_change/rep_01/claude-sonnet-4-6/run_01,6,0,0,0,1,1,0,0,0,0,Python_numpyro,0,0,1
runs/scenario_3/no-spec/par_01/abrupt_change/rep_01/claude-sonnet-4-6/run_02,5,0,0,0,1,0,0,0,0,0,Python_numpyro,0,0,0
runs/scenario_3/no-spec/par_01/short_gi/rep_01/claude-sonnet-4-6/run_03,4,0,0,0,1,1,0,0,0,0,Python_numpyro,0,0,0
runs/scenario_3/no-spec/par_01/short_gi/rep_01/claude-sonnet-4-6/run_01,4,0,0,0,1,1,0,0,0,0,Python_numpyro,0,0,0
runs/scenario_3/no-spec/par_01/short_gi/rep_01/claude-sonnet-4-6/run_02,0,0,1,1,,1,1,1,0,0,,0,0,1
runs/scenario_3/julia/par_01/extreme_dispersion/rep_01/claude-sonnet-4-6/run_03,6,0,0,0,0,0,0,0,0,0,Julia_Turing,0,0,0
runs/scenario_3/julia/par_01/extreme_dispersion/rep_01/claude-sonnet-4-6/run_01,1,0,0,0,1,0,0,0,0,0,Julia_Turing,0,0,1
runs/scenario_3/julia/par_01/extreme_dispersion/rep_01/claude-sonnet-4-6/run_02,1,0,0,1,,0,0,0,0,0,Julia_Turing,0,0,1
runs/scenario_3/julia/par_01/long_delay/rep_01/claude-sonnet-4-6/run_03,2,0,0,0,0,0,0,0,0,0,Julia_EpiAware,0,0,1
runs/scenario_3/julia/par_01/long_delay/rep_01/claude-sonnet-4-6/run_01,2,0,0,0,1,0,0,0,0,0,Julia_Turing,0,0,1
runs/scenario_3/julia/par_01/long_delay/rep_01/claude-sonnet-4-6/run_02,1,0,0,0,1,0,0,0,0,0,Julia_EpiAware,0,0,0
runs/scenario_3/julia/par_01/canonical/rep_01/claude-sonnet-4-6/run_11,4,0,0,0,1,0,0,0,0,0,Julia_Turing,0,0,1
runs/scenario_3/julia/par_01/canonical/rep_01/claude-sonnet-4-6/run_13,3,0,0,0,0,0,0,1,0,0,Julia_EpiAware,0,0,1
runs/scenario_3/julia/par_01/canonical/rep_01/claude-sonnet-4-6/run_14,1,0,1,1,,0,0,0,0,0,Julia,0,0,1
runs/scenario_3/julia/par_01/canonical/rep_01/claude-sonnet-4-6/run_01,2,0,0,0,0,0,0,0,0,0,Julia_Turing,0,0,1
runs/scenario_3/julia/par_01/canonical/rep_01/claude-sonnet-4-6/run_02,11,0,0,0,0,0,0,0,0,0,Julia_EpiAware,0,0,0
runs/scenario_3/julia/par_01/canonical/rep_01/claude-sonnet-4-6/run_12,1,0,0,0,0,0,0,0,0,0,Julia,0,0,1
runs/scenario_3/julia/par_01/canonical/rep_01/claude-sonnet-4-6/run_10,1,0,0,0,1,0,0,0,0,0,Julia_Turing,0,0,1
runs/scenario_3/julia/par_01/canonical/rep_01/claude-haiku-4-5/run_03,5,0,0,0,0,0,0,0,0,0,Julia,0,0,1
runs/scenario_3/julia/par_01/canonical/rep_01/claude-haiku-4-5/run_05,8,0,0,0,1,0,0,0,1,0,Julia_Turing,0,0,1
runs/scenario_3/julia/par_01/canonical/rep_01/claude-haiku-4-5/run_01,1,1,0,1,,1,0,1,0,0,Julia,0,0,1
runs/scenario_3/julia/par_01/canonical/rep_01/claude-haiku-4-5/run_02,2,1,1,0,1,0,0,0,0,0,Julia_Turing,0,0,1
runs/scenario_3/julia/par_01/canonical/rep_01/claude-haiku-4-5/run_04,5,0,0,0,1,0,0,0,0,0,Julia_Turing,0,0,1
runs/scenario_3/julia/par_01/abrupt_change/rep_01/claude-sonnet-4-6/run_03,1,0,1,1,,0,0,1,0,0,Julia,0,0,1
runs/scenario_3/julia/par_01/abrupt_change/rep_01/claude-sonnet-4-6/run_01,1,0,0,0,0,0,0,0,0,0,Julia_Turing,0,0,1
runs/scenario_3/julia/par_01/abrupt_change/rep_01/claude-sonnet-4-6/run_02,1,0,0,0,0,0,0,0,0,0,Julia_Turing,0,0,1
runs/scenario_3/julia/par_01/short_gi/rep_01/claude-sonnet-4-6/run_03,5,0,0,0,0,0,0,0,0,0,Julia_EpiAware,0,0,1
runs/scenario_3/julia/par_01/short_gi/rep_01/claude-sonnet-4-6/run_01,1,0,0,1,,0,0,0,0,0,Julia_Turing,0,0,1
runs/scenario_3/julia/par_01/short_gi/rep_01/claude-sonnet-4-6/run_02,6,0,0,0,0,0,0,0,0,0,Julia_Turing,0,0,1
runs/scenario_1b/epiaware/par_01/extreme_dispersion/rep_01/claude-sonnet-4-6/run_03,0,0,1,1,,1,1,1,0,0,,,,
runs/scenario_1b/epiaware/par_01/extreme_dispersion/rep_01/claude-sonnet-4-6/run_01,0,0,1,1,,1,1,1,0,0,,,,
runs/scenario_1b/epiaware/par_01/extreme_dispersion/rep_01/claude-sonnet-4-6/run_02,0,0,1,1,,1,1,1,0,0,,,,
runs/scenario_1b/epiaware/par_01/long_delay/rep_01/claude-sonnet-4-6/run_03,0,0,1,1,,1,1,1,0,0,,,,
runs/scenario_1b/epiaware/par_01/long_delay/rep_01/claude-sonnet-4-6/run_01,0,0,1,1,,1,1,1,0,0,,,,
runs/scenario_1b/epiaware/par_01/long_delay/rep_01/claude-sonnet-4-6/run_02,0,0,1,1,,1,1,1,0,0,,,,
runs/scenario_1b/epiaware/par_01/canonical/rep_01/claude-sonnet-4-6/run_11,1,0,0,0,1,1,0,1,0,0,Julia_EpiAware,0,0,
runs/scenario_1b/epiaware/par_01/canonical/rep_01/claude-sonnet-4-6/run_13,1,0,0,0,0,1,0,1,0,0,Julia_EpiAware,0,0,
runs/scenario_1b/epiaware/par_01/canonical/rep_01/claude-sonnet-4-6/run_03,1,0,0,0,1,0,0,1,0,0,Julia_EpiAware,0,0,
runs/scenario_1b/epiaware/par_01/canonical/rep_01/claude-sonnet-4-6/run_14,2,0,0,0,1,0,0,1,0,0,Julia_EpiAware,0,0,
runs/scenario_1b/epiaware/par_01/canonical/rep_01/claude-sonnet-4-6/run_01,1,0,0,0,1,0,0,0,0,0,Julia_EpiAware,,,
runs/scenario_1b/epiaware/par_01/canonical/rep_01/claude-sonnet-4-6/run_02,1,0,0,0,0,1,0,1,0,0,Julia_EpiAware,,,
runs/scenario_1b/epiaware/par_01/canonical/rep_01/claude-sonnet-4-6/run_12,7,0,0,0,1,0,0,1,0,0,Julia_EpiAware,0,0,
runs/scenario_1b/epiaware/par_01/canonical/rep_01/claude-sonnet-4-6/run_10,1,0,0,0,1,0,0,1,0,0,Julia_EpiAware,0,0,
runs/scenario_1b/epiaware/par_01/canonical/rep_01/claude-haiku-4-5/run_03,5,0,0,0,0,0,1,1,0,0,Julia_EpiAware,0,0,
runs/scenario_1b/epiaware/par_01/canonical/rep_01/claude-haiku-4-5/run_05,4,0,0,0,0,1,1,1,0,0,Julia_EpiAware,0,0,
runs/scenario_1b/epiaware/par_01/canonical/rep_01/claude-haiku-4-5/run_01,5,0,0,0,0,0,1,1,0,0,Julia_EpiAware,0,0,
runs/scenario_1b/epiaware/par_01/canonical/rep_01/claude-haiku-4-5/run_02,4,0,0,0,0,0,1,1,0,0,Julia_EpiAware,0,0,
runs/scenario_1b/epiaware/par_01/canonical/rep_01/claude-haiku-4-5/run_04,9,0,0,0,1,0,0,0,0,0,Julia_EpiAware,0,0,
runs/scenario_1b/epiaware/par_01/abrupt_change/rep_01/claude-sonnet-4-6/run_03,1,0,0,0,1,0,0,0,0,0,Julia_EpiAware,0,0,
runs/scenario_1b/epiaware/par_01/abrupt_change/rep_01/claude-sonnet-4-6/run_01,0,0,1,1,,1,1,1,0,0,,,,
runs/scenario_1b/epiaware/par_01/abrupt_change/rep_01/claude-sonnet-4-6/run_02,0,0,1,1,,1,1,1,0,0,,,,
runs/scenario_1b/epiaware/par_01/short_gi/rep_01/claude-sonnet-4-6/run_03,0,0,1,1,,1,1,1,0,0,,,,
runs/scenario_1b/epiaware/par_01/short_gi/rep_01/claude-sonnet-4-6/run_01,0,0,1,1,,1,1,1,0,0,,,,
runs/scenario_1b/epiaware/par_01/short_gi/rep_01/claude-sonnet-4-6/run_02,0,0,1,1,,1,1,1,0,0,,,,
runs/scenario_1b/no-spec/par_01/extreme_dispersion/rep_01/claude-sonnet-4-6/run_03,1,0,0,0,1,1,0,1,0,0,Python_numpyro,0,0,
runs/scenario_1b/no-spec/par_01/extreme_dispersion/rep_01/claude-sonnet-4-6/run_01,1,0,1,0,1,1,1,1,0,0,R_EpiNow2,0,0,
runs/scenario_1b/no-spec/par_01/extreme_dispersion/rep_01/claude-sonnet-4-6/run_02,1,0,1,0,1,1,1,1,0,0,R_EpiNow2,0,0,
runs/scenario_1b/no-spec/par_01/long_delay/rep_01/claude-sonnet-4-6/run_03,1,0,0,0,1,1,0,1,0,0,Python_numpyro,0,0,
runs/scenario_1b/no-spec/par_01/long_delay/rep_01/claude-sonnet-4-6/run_01,1,0,1,0,1,1,1,1,0,0,R_EpiNow2,0,0,
runs/scenario_1b/no-spec/par_01/long_delay/rep_01/claude-sonnet-4-6/run_02,1,0,1,0,1,1,1,1,0,0,R_EpiNow2,0,0,
runs/scenario_1b/no-spec/par_01/canonical/rep_01/claude-sonnet-4-6/run_11,1,0,0,0,1,1,0,1,0,0,Python_numpyro,0,0,
runs/scenario_1b/no-spec/par_01/canonical/rep_01/claude-sonnet-4-6/run_13,1,0,1,0,1,0,1,1,0,0,R_EpiNow2,0,0,
runs/scenario_1b/no-spec/par_01/canonical/rep_01/claude-sonnet-4-6/run_14,2,0,0,0,1,0,0,1,0,0,R_cmdstanr,0,0,
runs/scenario_1b/no-spec/par_01/canonical/rep_01/claude-sonnet-4-6/run_01,1,0,1,0,1,1,1,1,0,0,R_EpiNow2,0,0,
runs/scenario_1b/no-spec/par_01/canonical/rep_01/claude-sonnet-4-6/run_12,1,0,0,0,1,1,1,1,0,0,R_EpiNow2,0,0,
runs/scenario_1b/no-spec/par_01/canonical/rep_01/claude-sonnet-4-6/run_10,4,0,0,0,1,0,0,1,0,0,R_cmdstanr,0,0,
runs/scenario_1b/no-spec/par_01/canonical/rep_01/claude-haiku-4-5/run_03,1,1,0,0,1,1,1,1,0,0,Python,0,0,
runs/scenario_1b/no-spec/par_01/canonical/rep_01/claude-haiku-4-5/run_05,2,0,1,0,1,1,1,1,0,0,R_cmdstanr,0,0,
runs/scenario_1b/no-spec/par_01/canonical/rep_01/claude-haiku-4-5/run_01,1,1,1,0,1,1,1,1,0,0,Python,0,0,
runs/scenario_1b/no-spec/par_01/canonical/rep_01/claude-haiku-4-5/run_02,1,0,1,1,,1,1,1,0,0,R_EpiEstim,0,0,
runs/scenario_1b/no-spec/par_01/canonical/rep_01/claude-haiku-4-5/run_04,2,0,1,0,1,0,1,1,0,0,R_cmdstanr,0,0,
runs/scenario_1b/no-spec/par_01/abrupt_change/rep_01/claude-sonnet-4-6/run_03,0,0,1,1,,1,1,1,0,0,,0,0,
runs/scenario_1b/no-spec/par_01/abrupt_change/rep_01/claude-sonnet-4-6/run_01,1,0,0,0,1,1,0,1,0,0,Python_numpyro,0,0,
runs/scenario_1b/no-spec/par_01/abrupt_change/rep_01/claude-sonnet-4-6/run_02,1,0,0,0,1,1,0,1,0,0,Python_numpyro,,,
runs/scenario_1b/no-spec/par_01/short_gi/rep_01/claude-sonnet-4-6/run_03,1,0,1,0,1,1,1,1,0,0,R_EpiNow2,0,0,
runs/scenario_1b/no-spec/par_01/short_gi/rep_01/claude-sonnet-4-6/run_01,1,0,1,0,1,1,0,1,0,0,Python,0,0,
runs/scenario_1b/no-spec/par_01/short_gi/rep_01/claude-sonnet-4-6/run_02,1,0,0,0,1,0,0,1,0,0,Python_numpyro,0,0,
runs/scenario_1b/julia/par_01/extreme_dispersion/rep_01/claude-sonnet-4-6/run_03,0,0,1,1,,1,1,1,0,0,,,,
runs/scenario_1b/julia/par_01/extreme_dispersion/rep_01/claude-sonnet-4-6/run_01,0,0,1,1,,1,1,1,0,0,,,,
runs/scenario_1b/julia/par_01/extreme_dispersion/rep_01/claude-sonnet-4-6/run_02,0,0,1,1,,1,1,1,0,0,,,,
runs/scenario_1b/julia/par_01/long_delay/rep_01/claude-sonnet-4-6/run_03,0,0,1,1,,1,1,1,0,0,,,,
runs/scenario_1b/julia/par_01/long_delay/rep_01/claude-sonnet-4-6/run_01,0,0,1,1,,1,1,1,0,0,,,,
runs/scenario_1b/julia/par_01/long_delay/rep_01/claude-sonnet-4-6/run_02,1,0,0,0,1,1,0,1,1,0,Julia,,,
runs/scenario_1b/julia/par_01/canonical/rep_01/claude-sonnet-4-6/run_11,2,0,0,0,0,0,0,1,0,0,Julia_Turing,0,0,
runs/scenario_1b/julia/par_01/canonical/rep_01/claude-sonnet-4-6/run_13,1,0,0,0,1,0,0,1,0,0,Julia_Turing,0,0,
runs/scenario_1b/julia/par_01/canonical/rep_01/claude-sonnet-4-6/run_14,1,0,0,0,0,1,0,1,0,1,Julia_Turing,0,0,
runs/scenario_1b/julia/par_01/canonical/rep_01/claude-sonnet-4-6/run_01,1,0,0,0,0,0,0,1,0,0,Julia_Turing,0,0,
runs/scenario_1b/julia/par_01/canonical/rep_01/claude-sonnet-4-6/run_02,2,0,0,0,1,1,0,1,0,0,Julia_EpiAware,,,
runs/scenario_1b/julia/par_01/canonical/rep_01/claude-sonnet-4-6/run_12,2,0,0,0,0,1,0,1,0,0,Julia_Turing,0,0,
runs/scenario_1b/julia/par_01/canonical/rep_01/claude-sonnet-4-6/run_10,2,0,1,1,,0,0,1,0,0,Julia_Turing,0,0,
runs/scenario_1b/julia/par_01/canonical/rep_01/claude-haiku-4-5/run_03,3,0,0,0,1,1,1,1,1,0,Julia_Turing,0,0,
runs/scenario_1b/julia/par_01/canonical/rep_01/claude-haiku-4-5/run_05,1,1,0,1,,1,1,1,0,0,Julia,0,0,
runs/scenario_1b/julia/par_01/canonical/rep_01/claude-haiku-4-5/run_01,4,1,0,0,0,0,0,1,0,0,Julia_Turing,0,0,
runs/scenario_1b/julia/par_01/canonical/rep_01/claude-haiku-4-5/run_02,1,0,0,0,1,0,0,1,0,0,Julia_Turing,0,0,
runs/scenario_1b/julia/par_01/canonical/rep_01/claude-haiku-4-5/run_04,1,0,0,0,0,1,1,1,0,0,Julia_Turing,0,0,
runs/scenario_1b/julia/par_01/abrupt_change/rep_01/claude-sonnet-4-6/run_03,0,0,1,1,,1,1,1,0,0,,,,
runs/scenario_1b/julia/par_01/abrupt_change/rep_01/claude-sonnet-4-6/run_01,0,0,1,1,,1,1,1,0,0,,,,
runs/scenario_1b/julia/par_01/abrupt_change/rep_01/claude-sonnet-4-6/run_02,0,0,1,1,,1,1,1,0,0,,,,
runs/scenario_1b/julia/par_01/short_gi/rep_01/claude-sonnet-4-6/run_01,1,0,0,0,0,0,0,1,0,0,Julia_Turing,,,
